city,transmission,owner_no,brand,model,model_year,variant_name,price,registered_year,fuel_type,kms_driven,mileage_kmpl,engine_cc
hyderabad,manual,1,hyundai,hyundai grand i10,2015,crdi asta,545000.0,2015,diesel,63000.0,24.0,1120
hyderabad,manual,2,hyundai,hyundai i20,2015,asta 1.4 crdi,588000.0,2016,diesel,114676.0,22.54,1396
hyderabad,manual,1,hyundai,hyundai i20,2019,sportz plus diesel,747000.0,2019,diesel,82662.0,22.54,1396
hyderabad,manual,2,maruti,maruti alto k10,2014,vxi,280000.0,2014,petrol,50000.0,23.95,998
hyderabad,manual,1,renault,renault triber,2019,rxz,633000.0,2020,petrol,66518.0,20.0,999
hyderabad,manual,1,honda,honda city,2017,i vtec vx,814000.0,2018,petrol,57927.0,17.8,1497
hyderabad,manual,1,maruti,maruti ciaz,2019,alpha bsiv,900000.0,2019,petrol,40000.0,21.56,1462
hyderabad,manual,1,tata,tata tiago,2021,xt bsvi,605000.0,2021,petrol,16115.0,19.01,1199
hyderabad,manual,2,hyundai,hyundai i10,2009,asta 1.2,270000.0,2009,petrol,50829.0,20.36,1197
hyderabad,manual,1,hyundai,hyundai grand i10 nios,2019,sportz,622000.0,2019,petrol,25467.0,20.7,1197
hyderabad,manual,1,maruti,maruti alto 800,2020,lxi,317000.0,2020,petrol,71071.0,22.05,796
hyderabad,manual,1,hyundai,hyundai verna,2016,1.6 vtvt sx,795000.0,2016,petrol,55000.0,17.01,1591
hyderabad,manual,2,hyundai,hyundai i20,2017,sportz 1.2,602000.0,2017,petrol,55563.0,18.6,1197
hyderabad,automatic,1,hyundai,hyundai grand i10,2015,at asta,575000.0,2015,petrol,54000.0,18.9,1197
hyderabad,manual,2,hyundai,hyundai i20,2019,petrol spotz,675000.0,2019,petrol,70000.0,18.6,1197
hyderabad,automatic,1,ford,ford ecosport,2016,1.5 petrol titanium at,750000.0,2016,petrol,41000.0,14.7,1496
hyderabad,manual,2,hyundai,hyundai i20,2011,1.2 magna,350000.0,2011,petrol,70000.0,18.5,1197
hyderabad,manual,1,maruti,maruti baleno,2020,zeta,749000.0,2020,petrol,62500.0,21.01,1197
hyderabad,manual,1,hyundai,hyundai santro,2021,sportz,550000.0,2021,petrol,20000.0,20.3,1086
hyderabad,manual,1,hyundai,hyundai i20,2016,sportz 1.2,599000.0,2016,petrol,60350.0,18.6,1197
hyderabad,manual,1,hyundai,hyundai i20,2015,sportz 1.2,570000.0,2015,petrol,52266.0,18.6,1197
hyderabad,manual,1,maruti,maruti ciaz,2018,alpha diesel,894999.9999999999,2018,diesel,58431.0,28.09,1248
hyderabad,automatic,1,honda,honda city,2017,i vtec cvt vx,1011000.0,2018,petrol,41372.0,18.0,1497
hyderabad,manual,2,maruti,maruti alto 800,2014,lxi,267000.0,2014,petrol,46863.0,22.05,796
hyderabad,automatic,1,nissan,nissan sunny,2014,xl cvt,570000.0,2014,petrol,66500.0,17.97,1498
hyderabad,manual,2,hyundai,hyundai i10,2014,sportz 1.1l,369000.0,2015,petrol,49374.0,19.81,1086
hyderabad,manual,2,skoda,skoda rapid,2012,1.6 tdi ambition,360000.0,2012,diesel,120000.0,20.5,1598
hyderabad,manual,1,tata,tata tiago,2021,xt bsvi,605000.0,2021,petrol,62832.0,19.01,1199
hyderabad,manual,2,hyundai,hyundai i20,2016,sportz 1.2,585000.0,2017,petrol,61155.0,18.6,1197
hyderabad,manual,2,maruti,maruti swift,2021,vxi,723000.0,2021,petrol,12045.0,22.38,1197
hyderabad,manual,1,maruti,maruti ciaz,2020,alpha bsvi,894999.9999999999,2020,petrol,60700.0,20.65,1462
hyderabad,automatic,1,mercedes-benz,mercedes-benz c-class,2013,c 220 cdi be avantgare,1350000.0,2013,diesel,85000.0,14.84,2143
hyderabad,automatic,1,honda,honda city,2020,cvt,1320000.0,2020,petrol,44276.0,16.4,1497
hyderabad,automatic,2,jaguar,jaguar xf,2013,2.2 litre luxury,1700000.0,2013,diesel,70000.0,16.36,2179
hyderabad,automatic,1,jaguar,jaguar xf,2013,2.2 litre luxury,1750000.0,2013,diesel,70000.0,16.36,2179
hyderabad,manual,1,maruti,maruti alto 800,2021,vxi plus bsvi,429000.0,2021,petrol,22264.0,22.05,796
hyderabad,manual,1,maruti,maruti ignis,2018,1.2 sigma bsiv,376000.0,2019,petrol,103763.0,20.89,1197
hyderabad,automatic,1,volvo,volvo xc60,2012,d3 summum,1015000.0,2012,diesel,109000.0,14.7,1985
hyderabad,manual,2,hyundai,hyundai i10,2012,magna,312000.0,2012,petrol,49043.0,20.36,1197
hyderabad,automatic,2,maruti,maruti celerio,2017,zxi optional amt bsiv,492000.0,2017,petrol,70666.0,23.1,998
hyderabad,automatic,1,maruti,maruti swift dzire,2018,amt zdi plus,800000.0,2018,diesel,65815.0,28.4,1248
hyderabad,manual,1,maruti,maruti alto,2010,lxi,165000.0,2010,petrol,79000.0,19.7,796
hyderabad,automatic,1,maruti,maruti baleno,2020,1.2 cvt alpha,831000.0,2020,petrol,48580.0,21.4,1197
hyderabad,manual,1,hyundai,hyundai i20,2018,1.2 spotz,691000.0,2018,petrol,44646.0,18.6,1197
hyderabad,manual,1,maruti,maruti wagon r,2008,lxi,175000.0,2011,petrol,71963.0,21.79,998
hyderabad,manual,2,hyundai,hyundai grand i10,2017,1.2 kappa sportz bsiv,493000.0,2017,petrol,26678.0,18.9,1197
hyderabad,manual,1,honda,honda city,2015,i dtec v,599000.0,2015,diesel,152000.0,26.0,1498
hyderabad,manual,1,chevrolet,chevrolet beat,2012,diesel lt,320000.0,2012,diesel,41000.0,25.44,936
hyderabad,manual,1,skoda,skoda rapid,2017,1.5 tdi style bsiv,825000.0,2017,diesel,83000.0,21.13,1498
hyderabad,manual,1,maruti,maruti ritz,2012,ldi,375000.0,2013,diesel,80000.0,23.2,1248
hyderabad,manual,3,maruti,maruti swift,2011,vdi,323000.0,2011,diesel,94514.0,22.9,1248
hyderabad,manual,1,maruti,maruti swift dzire,2015,vxi,487000.0,2016,petrol,67037.0,22.41,1197
hyderabad,manual,1,mahindra,mahindra scorpio,2004,2.6 slx,290000.0,2004,diesel,120000.0,10.5,2179
hyderabad,manual,2,toyota,toyota glanza,2019,v,709000.0,2020,petrol,35540.0,22.35,1197
hyderabad,manual,1,renault,renault captur,2019,1.5 diesel platine,983000.0,2019,diesel,47627.0,20.37,1461
hyderabad,automatic,1,toyota,toyota corolla altis,2009,1.8 vl at,450000.0,2009,petrol,98000.0,14.53,1794
hyderabad,manual,1,hyundai,hyundai i20,2018,1.2 spotz,672000.0,2018,petrol,55943.0,18.6,1197
hyderabad,automatic,1,hyundai,hyundai creta,2018,1.6 crdi at sx plus,1350000.0,2018,diesel,71000.0,17.01,1582
hyderabad,automatic,1,maruti,maruti celerio,2018,zxi optional amt bsiv,457000.0,2018,petrol,117924.0,23.1,998
hyderabad,manual,1,maruti,maruti wagon r,2013,vxi bs iv,311000.0,2014,petrol,92195.0,18.9,998
hyderabad,automatic,3,hyundai,hyundai sonata,2003,at leather,150000.0,2003,petrol,40000.0,11.0,2359
hyderabad,automatic,1,maruti,maruti swift,2018,vxi amt,623000.0,2018,petrol,49009.0,22.56,1197
hyderabad,automatic,1,kia,kia sonet,2020,htk plus turbo dct,1090000.0,2020,petrol,31650.0,18.3,998
hyderabad,manual,1,kia,kia carens,2022,prestige plus turbo 2022-2023,1600000.0,2022,petrol,20000.0,16.2,1353
hyderabad,manual,1,hyundai,hyundai i10,2009,magna,200000.0,2009,petrol,70000.0,20.36,1197
hyderabad,automatic,1,hyundai,hyundai verna,2018,crdi 1.6 at ex,925000.0,2018,diesel,39000.0,18.0,1582
hyderabad,automatic,1,mahindra,mahindra xuv300,2022,w6 amt sunroof nt bsvi,1150000.0,2022,petrol,10000.0,16.5,1197
hyderabad,automatic,1,hyundai,hyundai creta,2018,1.6 crdi at sx plus,1150000.0,2018,diesel,93615.0,17.01,1582
hyderabad,manual,2,maruti,maruti ciaz,2022,delta bsvi,894999.9999999999,2022,petrol,16727.0,20.65,1462
hyderabad,manual,3,hyundai,hyundai creta,2019,1.6 sx,1009000.0,2019,petrol,63334.0,15.8,1591
hyderabad,manual,1,nissan,nissan magnite,2021,turbo xv premium opt dt bsvi,1050000.0,2022,petrol,14000.0,20.0,999
hyderabad,manual,1,maruti,maruti ignis,2018,1.2 delta bsiv,441000.0,2018,petrol,96540.0,20.89,1197
hyderabad,automatic,1,toyota,toyota yaris,2018,j cvt,759000.0,2018,petrol,92585.0,17.8,1496
hyderabad,manual,1,ford,ford ecosport,2014,1.5 ti vct mt ambiente,425000.0,2014,petrol,53861.0,15.8,1499
hyderabad,manual,2,maruti,maruti wagon r,2012,lxi bs iv,306000.0,2012,petrol,65761.0,18.9,998
hyderabad,manual,2,volkswagen,volkswagen vento,2015,1.5 tdi highline,600000.0,2015,diesel,67000.0,22.27,1498
hyderabad,manual,2,jeep,jeep compass,2018,2.0 limited,1385000.0,2018,diesel,122100.0,17.1,1956
hyderabad,automatic,1,maruti,maruti swift dzire,2017,amt zdi,736000.0,2018,diesel,53873.0,28.4,1248
hyderabad,manual,1,maruti,maruti vitara brezza,2019,zdi,840000.0,2019,diesel,60000.0,24.3,1248
hyderabad,manual,2,maruti,maruti swift,2013,vdi,426000.0,2013,diesel,89197.0,22.9,1248
hyderabad,manual,1,datsun,datsun redigo,2020,a,305000.0,2020,petrol,30000.0,22.7,799
hyderabad,manual,1,hyundai,hyundai i20,2018,1.2 spotz,629000.0,2018,petrol,70000.0,18.6,1197
hyderabad,automatic,1,maruti,maruti baleno,2021,zeta cvt,869000.0,2021,petrol,28700.0,19.56,1197
hyderabad,manual,1,hyundai,hyundai i10,2012,asta,300000.0,2012,petrol,91629.0,20.36,1197
hyderabad,manual,1,ford,ford freestyle,2021,titanium diesel,850000.0,2021,diesel,30000.0,23.8,1499
hyderabad,manual,1,maruti,maruti baleno,2022,alpha,869999.9999999999,2022,petrol,7058.0,21.01,1197
hyderabad,automatic,1,maruti,maruti swift dzire,2017,amt zdi,775000.0,2017,diesel,86500.0,28.4,1248
hyderabad,manual,2,honda,honda amaze,2015,s i-vtech,416000.0,2015,petrol,76438.0,18.0,1198
hyderabad,manual,2,hyundai,hyundai creta,2017,1.6 vtvt sx plus,1025000.0,2017,petrol,24489.0,13.0,1591
hyderabad,automatic,1,maruti,maruti swift,2022,vxi amt bsvi,790000.0,2022,petrol,20000.0,22.56,1197
hyderabad,manual,1,hyundai,hyundai verna,2017,1.6 crdi sx option,855000.0000000001,2017,diesel,110600.0,23.9,1582
hyderabad,manual,2,maruti,maruti baleno,2019,1.2 delta,649000.0,2020,petrol,63840.0,21.4,1197
hyderabad,manual,1,hyundai,hyundai i10,2009,magna,229999.99999999997,2009,petrol,74000.0,20.36,1197
hyderabad,manual,1,tata,tata tiago,2021,xt bsvi,599000.0,2021,petrol,21314.0,19.01,1199
hyderabad,automatic,1,hyundai,hyundai verna,2017,crdi 1.6 at ex,900000.0,2018,diesel,40007.0,18.0,1582
hyderabad,manual,2,maruti,maruti swift dzire,2015,vdi,622000.0,2015,diesel,89997.0,26.59,1248
hyderabad,manual,1,honda,honda brio,2014,s mt,362000.0,2014,petrol,64736.0,19.4,1198
hyderabad,automatic,1,audi,audi q3,2013,35 tdi quattro premium plus,1295000.0,2013,diesel,105000.0,15.73,1968
hyderabad,manual,1,maruti,maruti sx4 s cross,2020,alpha,964000.0,2021,petrol,40687.0,18.55,1462
hyderabad,automatic,2,ford,ford fiesta,2012,style at,395000.0,2013,petrol,33000.0,16.97,1499
hyderabad,automatic,1,maruti,maruti celerio,2016,vxi at,459999.99999999994,2017,petrol,57000.0,23.1,998
hyderabad,manual,2,toyota,toyota innova,2006,2.5 g1 diesel 8-seater,400000.0,2006,diesel,120000.0,12.8,2494
hyderabad,manual,1,kia,kia seltos,2019,htx plus diesel,1325000.0,2019,diesel,88000.0,20.8,1493
hyderabad,manual,3,hyundai,hyundai i10,2009,sportz 1.2,215000.0,2009,petrol,80000.0,20.36,1197
hyderabad,manual,1,hyundai,hyundai venue,2020,sx turbo imt,1050000.0,2020,petrol,49500.0,18.0,998
hyderabad,manual,1,renault,renault kwid,2020,1.0 rxl bsvi,465000.00000000006,2020,petrol,15985.0,21.46,999
hyderabad,manual,2,honda,honda city,2015,i vtec v,574000.0,2015,petrol,85871.0,17.4,1497
hyderabad,manual,1,hyundai,hyundai i10,2012,sportz,295000.0,2012,petrol,73665.0,20.36,1197
hyderabad,manual,1,tata,tata tigor,2021,xz plus bsvi,707000.0,2021,petrol,70380.0,19.28,1199
hyderabad,manual,1,hyundai,hyundai i20,2016,asta 1.2,605000.0,2016,petrol,73202.0,18.6,1197
hyderabad,automatic,1,honda,honda amaze,2016,s cvt petrol,565000.0,2016,petrol,80000.0,18.3,1199
hyderabad,manual,1,maruti,maruti swift,2017,vdi optional,608000.0,2018,diesel,58006.0,25.2,1248
hyderabad,automatic,1,maruti,maruti swift,2019,amt vxi,725000.0,2019,petrol,64000.0,21.21,1197
hyderabad,manual,2,honda,honda brio,2014,s mt,369000.0,2014,petrol,50670.0,19.4,1198
hyderabad,automatic,2,hyundai,hyundai santro,2020,sportz amt,508000.0,2020,petrol,41058.0,20.3,1086
hyderabad,manual,1,renault,renault duster,2013,85ps diesel rxe,360000.0,2013,diesel,120000.0,20.45,1461
hyderabad,manual,2,maruti,maruti wagon r stingray,2014,vxi,399000.0,2014,petrol,56367.0,20.51,998
hyderabad,manual,1,hyundai,hyundai venue,2019,s turbo,919999.9999999999,2019,petrol,41000.0,18.27,998
hyderabad,manual,1,hyundai,hyundai i20,2019,sportz plus bsiv,740000.0,2019,petrol,40000.0,18.6,1197
hyderabad,automatic,1,hyundai,hyundai grand i10,2016,magna at,625000.0,2016,petrol,16000.0,18.9,1197
hyderabad,automatic,1,maruti,maruti celerio,2016,zxi at optional,450000.0,2016,petrol,69900.0,23.1,998
hyderabad,manual,1,honda,honda city,2016,i vtec vx option,650000.0,2016,petrol,120000.0,17.8,1497
hyderabad,manual,1,tata,tata tiago,2016,1.2 revotron xz,450000.0,2016,petrol,95000.0,23.84,1199
hyderabad,automatic,1,honda,honda city,2014,i vtec cvt sv,675000.0,2014,petrol,66000.0,18.0,1497
hyderabad,manual,1,maruti,maruti ciaz,2016,vdi plus shvs,652000.0,2016,diesel,67905.0,28.09,1248
hyderabad,manual,1,hyundai,hyundai santro,2019,sportz bsiv,496000.0,2019,petrol,19348.0,20.3,1086
hyderabad,manual,1,honda,honda amaze,2017,s i-vtec,650000.0,2017,petrol,35000.0,17.8,1198
hyderabad,manual,1,hyundai,hyundai verna,2017,1.6 sx vtvt,789000.0,2017,petrol,30811.0,17.01,1591
hyderabad,manual,2,maruti,maruti celerio x,2019,zxi,458000.0,2019,petrol,73227.0,21.63,998
hyderabad,manual,2,tata,tata manza,2010,aura plus quadrajet bs iv,200000.0,2010,diesel,80000.0,19.0,1248
hyderabad,manual,1,honda,honda brio,2012,v mt,311000.0,2012,petrol,90184.0,19.4,1198
hyderabad,manual,1,maruti,maruti sx4 s cross,2021,zeta,1000000.0,2021,petrol,30000.0,18.55,1462
hyderabad,manual,1,hyundai,hyundai verna,2016,1.6 sx vtvt,613000.0,2016,petrol,66039.0,17.01,1591
hyderabad,manual,2,hyundai,hyundai xcent,2017,1.2 crdi e plus,390000.0,2017,diesel,120000.0,25.4,1186
hyderabad,manual,2,honda,honda city,2013,v mt,517000.0,2013,petrol,89205.0,16.8,1497
hyderabad,manual,1,hyundai,hyundai venue,2020,sx sport imt,999000.0,2020,petrol,50000.0,18.0,998
hyderabad,automatic,1,maruti,maruti baleno,2018,1.2 cvt alpha,740000.0,2018,petrol,80000.0,21.4,1197
hyderabad,manual,1,mg,mg hector,2020,smart diesel mt,1650000.0,2020,diesel,29000.0,17.41,1956
hyderabad,automatic,1,bmw,bmw x1,2012,sdrive20d,1320000.0,2012,diesel,90000.0,17.05,1995
hyderabad,manual,1,tata,tata manza,2011,aura (abs) quadrajet bs iv,220000.00000000003,2011,diesel,120000.0,21.12,1248
hyderabad,manual,2,fiat,fiat avventura,2015,multijet emotion,420000.0,2015,diesel,100000.0,20.5,1248
hyderabad,automatic,1,maruti,maruti baleno,2017,1.2 cvt zeta,550000.0,2017,petrol,56962.0,21.4,1197
hyderabad,automatic,1,skoda,skoda rapid,2015,1.5 tdi at elegance plus,550000.0,2015,diesel,90000.0,21.66,1498
hyderabad,manual,1,volkswagen,volkswagen polo,2018,1.0 mpi comfortline,501999.99999999994,2018,petrol,101739.0,17.74,999
hyderabad,manual,1,tata,tata tiago,2019,xz plus,552000.0,2019,petrol,69049.0,23.84,1199
hyderabad,manual,1,maruti,maruti vitara brezza,2018,zdi,830000.0000000001,2018,diesel,110000.0,24.3,1248
hyderabad,manual,1,honda,honda amaze,2017,vx petrol bsiv,579000.0,2017,petrol,56242.0,19.5,1199
hyderabad,manual,1,mahindra,mahindra xuv500,2018,w10 1.99 mhawk,1215000.0,2018,diesel,124281.0,16.0,1997
hyderabad,manual,1,hyundai,hyundai venue,2019,sx opt turbo,950000.0,2019,petrol,38000.0,18.27,998
hyderabad,manual,1,mahindra,mahindra scorpio,2018,s5,1021000.0000000001,2018,diesel,84249.0,13.496956521739131,2179
hyderabad,manual,2,maruti,maruti swift dzire,2013,vxi,421000.0,2013,petrol,122117.0,22.41,1197
hyderabad,manual,1,ford,ford ecosport,2019,1.5 diesel titanium plus bsiv,869999.9999999999,2020,diesel,108632.0,23.0,1498
hyderabad,manual,1,ford,ford ecosport,2017,1.5 tdci titanium bsiv,677000.0,2017,diesel,116988.0,22.77,1498
hyderabad,automatic,1,honda,honda city,2014,i vtec cvt vx,725000.0,2014,petrol,60000.0,18.0,1497
hyderabad,manual,1,honda,honda amaze,2018,vx i dtec,650000.0,2018,diesel,120000.0,25.8,1498
hyderabad,manual,1,hyundai,hyundai creta,2016,1.6 crdi sx,980000.0000000001,2016,diesel,92000.0,19.67,1582
hyderabad,manual,1,mahindra,mahindra marazzo,2019,m2 bsiv,1100000.0,2019,diesel,80000.0,17.3,1497
hyderabad,manual,2,toyota,toyota corolla altis,2009,1.8 g cng,290000.0,2009,cng,90000.0,14.53,1798
hyderabad,manual,2,skoda,skoda fabia,2014,1.2l diesel elegance,350000.0,2014,diesel,110000.0,20.86,1199
hyderabad,manual,1,nissan,nissan micra,2011,xe,290000.0,2011,petrol,70000.0,18.06,1198
hyderabad,manual,1,tata,tata tiago,2018,1.05 revotorq xz,590000.0,2019,diesel,72761.0,27.28,1047
hyderabad,manual,1,hyundai,hyundai i10,2013,magna,299000.0,2013,petrol,72473.0,20.36,1197
hyderabad,manual,1,maruti,maruti brezza,2022,zxi bsvi,1252000.0,2022,petrol,18030.0,19.89,1462
hyderabad,manual,1,honda,honda amaze,2018,v diesel bsiv,875000.0,2018,diesel,63000.0,27.4,1498
hyderabad,automatic,1,honda,honda jazz,2016,1.2 s at i vtec,550000.0,2016,petrol,40404.0,19.0,1199
hyderabad,automatic,1,honda,honda city,2018,i-vtec cvt zx,969999.9999999999,2018,petrol,96407.0,18.0,1497
hyderabad,manual,1,hyundai,hyundai grand i10,2017,1.2 kappa asta,590000.0,2017,petrol,20000.0,18.9,1197
hyderabad,manual,1,honda,honda city,2017,i vtec v,771000.0,2018,petrol,53456.0,17.8,1497
hyderabad,manual,2,maruti,maruti alto 800,2016,lxi,256999.99999999997,2016,petrol,91603.0,22.05,796
hyderabad,manual,1,toyota,toyota glanza,2021,g,767000.0,2021,petrol,28246.0,22.35,1197
hyderabad,manual,3,renault,renault scala,2013,diesel rxz,260000.0,2013,diesel,171000.0,21.64,1461
hyderabad,manual,1,tata,tata tiago,2021,xt bsvi,581000.0,2022,petrol,30224.0,19.01,1199
hyderabad,manual,1,honda,honda city,2017,i-dtec v,1025000.0,2017,diesel,70000.0,25.6,1498
hyderabad,manual,3,hyundai,hyundai i20,2013,asta 1.4 crdi,400000.0,2013,diesel,120000.0,21.27,1396
hyderabad,manual,2,maruti,maruti vitara brezza,2017,zdi,750000.0,2017,diesel,120000.0,24.3,1248
hyderabad,manual,2,skoda,skoda rapid,2020,1.5 tdi ambition bsiv,1000000.0,2020,diesel,80000.0,21.13,1498
hyderabad,manual,1,hyundai,hyundai i20,2019,petrol spotz,660000.0,2019,petrol,70000.0,18.6,1197
hyderabad,manual,1,ford,ford ecosport,2014,1.5 dv5 mt titanium,662000.0,2015,diesel,85838.0,22.7,1498
hyderabad,manual,1,nissan,nissan micra active,2016,xv,395000.0,2016,petrol,68000.0,19.69,1198
hyderabad,automatic,2,maruti,maruti celerio,2018,zxi optional amt bsiv,513999.99999999994,2018,petrol,38607.0,23.1,998
hyderabad,automatic,2,hyundai,hyundai i20,2019,asta option cvt bsiv,772000.0,2019,petrol,48934.0,17.4,1197
hyderabad,manual,1,hyundai,hyundai i20,2018,petrol spotz,680000.0,2019,petrol,73000.0,18.6,1197
hyderabad,manual,2,maruti,maruti alto 800,2014,lxi,254000.0,2014,petrol,31933.0,22.05,796
hyderabad,manual,1,maruti,maruti wagon r,2013,vxi bs iv,311000.0,2013,petrol,54959.0,18.9,998
hyderabad,automatic,1,honda,honda city,2017,i vtec cvt vx,1015000.0,2017,petrol,59261.0,18.0,1497
hyderabad,manual,1,maruti,maruti swift,2014,vxi,461000.00000000006,2014,petrol,73889.0,22.38,1197
hyderabad,manual,2,renault,renault kwid,2019,rxt,372000.0,2019,petrol,44363.0,22.3,799
hyderabad,automatic,1,mercedes-benz,mercedes-benz e-class,2011,e250 cdi avantgarde,1450000.0,2011,diesel,54000.0,14.21,2143
hyderabad,manual,1,hyundai,hyundai verna,2017,1.6 sx vtvt,802999.9999999999,2017,petrol,50151.0,17.01,1591
hyderabad,manual,1,hyundai,hyundai santro xing,2010,gls lpg,220000.00000000003,2010,lpg,120000.0,13.45,1086
hyderabad,automatic,1,volvo,volvo s60,2012,d5 summum,1150000.0,2012,diesel,92000.0,13.2,2400
hyderabad,manual,1,hyundai,hyundai venue,2019,sx turbo bsiv,900000.0,2019,petrol,72253.0,18.27,998
hyderabad,manual,1,mahindra,mahindra xuv500,2015,r w10 fwd,1400000.0,2015,diesel,51757.0,16.0,2179
hyderabad,manual,1,chevrolet,chevrolet beat,2012,ls,295000.0,2012,petrol,46000.0,18.6,1199
hyderabad,manual,1,maruti,maruti wagon r,2013,lxi bs iv,306000.0,2013,petrol,61201.0,20.51,998
hyderabad,manual,2,maruti,maruti wagon r,2016,vxi bs iv,366000.0,2016,petrol,46563.0,20.51,998
hyderabad,manual,1,hyundai,hyundai i20,2016,asta 1.2,645000.0,2016,petrol,41085.0,18.6,1197
hyderabad,manual,1,ford,ford figo,2010,diesel titanium,299000.0,2010,diesel,90000.0,20.0,1399
hyderabad,manual,1,hyundai,hyundai i20,2013,magna,423000.00000000006,2013,petrol,50260.0,18.5,1197
hyderabad,manual,1,ford,ford figo,2010,petrol zxi,295000.0,2010,petrol,55000.0,15.6,1196
hyderabad,manual,2,maruti,maruti celerio,2014,zxi,328000.0,2014,petrol,107913.0,25.24,998
hyderabad,manual,1,maruti,maruti swift,2017,vxi,565000.0,2017,petrol,52858.0,22.38,1197
hyderabad,manual,2,renault,renault kwid,2016,1.0 rxt optional,299000.0,2020,petrol,41832.0,23.01,999
hyderabad,manual,1,datsun,datsun go,2014,t bsiv,299000.0,2014,petrol,61000.0,20.63,1198
hyderabad,automatic,1,skoda,skoda laura,2012,2.0 tdi at l and k,490000.00000000006,2012,diesel,136700.0,17.0,1968
hyderabad,manual,1,maruti,maruti ritz,2011,vxi,340000.0,2011,petrol,44000.0,18.5,1197
hyderabad,automatic,1,renault,renault triber,2021,rxl easy-r amt,650000.0,2021,petrol,45430.0,18.2,999
hyderabad,automatic,1,volkswagen,volkswagen taigun,2022,1.0 tsi highline at bsvi,1650000.0,2022,petrol,10000.0,18.41,999
hyderabad,manual,1,nissan,nissan magnite,2021,xl bsvi,750000.0,2021,petrol,50000.0,18.75,999
hyderabad,manual,1,mahindra,mahindra xuv500,2015,w6 1.99 mhawk,700000.0,2015,diesel,89178.0,16.0,1997
hyderabad,manual,1,maruti,maruti swift,2014,vxi,466000.0,2014,petrol,52507.0,22.38,1197
hyderabad,manual,1,volkswagen,volkswagen ameo,2019,1.0 mpi comfortline,587000.0,2020,petrol,47495.0,19.44,999
hyderabad,manual,2,datsun,datsun redigo,2017,t,220000.00000000003,2017,petrol,50000.0,22.7,799
hyderabad,automatic,1,maruti,maruti swift,2019,zxi plus amt,677000.0,2019,petrol,89899.0,22.56,1197
hyderabad,manual,2,renault,renault kwid,2017,1.0 rxt,334000.0,2017,petrol,39992.0,23.01,999
hyderabad,manual,2,maruti,maruti wagon r,2009,lxi duo bsiii,150000.0,2009,lpg,80000.0,17.3,1061
hyderabad,manual,1,maruti,maruti wagon r,2013,vxi bs iv,315000.0,2014,petrol,89791.0,18.9,998
hyderabad,manual,1,maruti,maruti wagon r,2006,primea,114999.99999999999,2006,petrol,83000.0,18.9,998
hyderabad,manual,2,hyundai,hyundai grand i10,2015,sportz,389000.0,2015,petrol,114071.0,18.9,1197
hyderabad,manual,2,maruti,maruti wagon r,2015,vxi bs iv,347000.0,2015,petrol,66445.0,20.51,998
hyderabad,automatic,1,volkswagen,volkswagen taigun,2021,1.0 tsi highline at bsvi,1450000.0,2021,petrol,30000.0,18.41,999
hyderabad,manual,1,honda,honda wr-v,2018,i-dtec vx,800000.0,2018,diesel,96615.0,25.5,1498
hyderabad,manual,1,kia,kia seltos,2020,htx plus diesel,1550000.0,2020,diesel,60000.0,20.8,1493
hyderabad,manual,2,maruti,maruti swift dzire,2016,ldi,350000.0,2016,diesel,120000.0,23.4,1248
hyderabad,manual,2,hyundai,hyundai xcent,2016,1.1 crdi s,320000.0,2016,diesel,90000.0,24.4,1120
hyderabad,manual,1,maruti,maruti swift,2011,vxi,345000.0,2011,petrol,76000.0,18.6,1197
hyderabad,manual,1,hyundai,hyundai grand i10 nios,2022,sportz,750000.0,2022,petrol,30000.0,20.7,1197
hyderabad,automatic,1,mg,mg hector,2019,sharp dct,1698999.9999999998,2019,petrol,42000.0,13.96,1451
hyderabad,manual,2,maruti,maruti swift,2016,vxi,488999.99999999994,2016,petrol,64685.0,22.38,1197
hyderabad,manual,2,maruti,maruti wagon r,2015,vxi bs iv,331000.0,2015,petrol,71003.0,20.51,998
hyderabad,manual,1,maruti,maruti xl6,2021,zeta,1200000.0,2021,petrol,10000.0,19.01,1462
hyderabad,manual,1,hyundai,hyundai i20,2013,sportz 1.4 crdi,401000.0,2013,diesel,122617.0,21.9,1396
hyderabad,manual,1,hyundai,hyundai i10,2015,sportz 1.1l,347000.0,2016,petrol,93593.0,19.81,1086
hyderabad,manual,2,hyundai,hyundai i20,2012,1.2 sportz,409999.99999999994,2012,petrol,76000.0,17.0,1197
hyderabad,manual,1,hyundai,hyundai i20,2020,sportz plus,764000.0,2020,petrol,51216.0,18.6,1197
hyderabad,manual,1,tata,tata altroz,2021,xz diesel bsvi,831000.0,2021,diesel,61626.0,23.64,1497
hyderabad,manual,2,maruti,maruti baleno,2016,1.2 sigma,535000.0,2016,petrol,47741.0,21.4,1197
hyderabad,manual,1,hyundai,hyundai grand i10,2014,asta,465000.00000000006,2014,petrol,63000.0,18.9,1197
hyderabad,manual,1,renault,renault kwid,2020,1.0 rxt opt,415000.00000000006,2020,petrol,60894.0,21.74,999
hyderabad,manual,2,honda,honda city,2008,vtec,229999.99999999997,2008,petrol,70000.0,16.9,1497
hyderabad,manual,1,hyundai,hyundai i10,2012,sportz 1.1l,320000.0,2012,petrol,51000.0,19.81,1086
hyderabad,manual,1,tata,tata tiago,2016,1.2 revotron xz,400000.0,2016,petrol,110000.0,23.84,1199
